episode,character,line
S01E01,HELEN & MORTY,"Oh, well..."
S01E01,JERRY,And there was a little problem with the physical chemistry.
S01E01,HELEN,"Well, I think shes a very attractive girl."
S01E01,JERRY,"Oh, she is, she absolutely is."
S01E01,HELEN,I can see if there was a weight problem...
S01E01,JERRY,"No, its not that. It wasnt all one-sided."
S01E01,HELEN,"You know, you cant be so particular. Nobodys perfect."
S01E01,JERRY,"I know, I know..."
S01E01,MORTY,"Yknow Jerry, its a good thing I wasnt so particular."
S01E01,HELEN,"(hits Morty) Idiot. (to Jerry) So whore you looking for, Sophia Loren?"
S01E01,JERRY,Thats got nothin to do with it.
S01E01,MORTY,How about Loni Anderson?
S01E01,HELEN,Where do you get Loni Anderson?
S01E01,MORTY,"Why, whats wrong with Loni Anderson?"
S01E01,HELEN,I like Elaine more than Loni Anderson.
S01E01,JERRY,"What are you two talking about? Look, Elaine just wasnt the one."
S01E01,HELEN,And this other ones the one?
S01E01,JERRY,"I dunno, maybe..."
S01E01,MORTY,So ask Elaine there for her number.
S01E01,JERRY,"I cant. Shell get upset. I never talk about other women with her, especially this one tonight."
S01E01,HELEN,How could you still see her if your not interested?
S01E01,JERRY,Were friends.
S01E01,MORTY,Doesnt sound like youre friends to me. If you were friends you'd-youd ask her for the number. Do you know where this other one works?
S01E01,JERRY,Oh yeah.
S01E01,MORTY,"Well, go up to the office."
S01E01,HELEN,Up to her office?
S01E01,MORTY,"Go to the building. She goes out to lunch, doesnt she?"
S01E01,JERRY,I guess.
S01E01,MORTY,"So, you stand in the lobby, by the elevator, and wait for her to come down for lunch."
S01E01,JERRY,You mean stakeout the lobby?
S01E01,HELEN,"Morty, thats ridiculous. Just ask Elaine for the number!"
S01E01,MORTY,He doesnt want to ask Elaine for the number.
S01E01,HELEN,So youve got him standing by the elevator like a dope! What happens when he sees her?
S01E01,MORTY,He pretends he bumped into her!
S01E01,JERRY,Yknow what? This is not that bad an idea.
S01E01,GEORGE,What does she look like?
S01E01,JERRY,I dunno. Hard to say.
S01E01,GEORGE,What actress does she remind you of?
S01E01,JERRY,Loni Anderson.
S01E01,GEORGE,Loni Anderson?!
S01E01,JERRY,"What, theres something wrong with Loni Anderson? (pause) Hey listen, thanks again for running over here. I appreciate it."
S01E01,GEORGE,"Yeah, sure. I was showing a condo on 48th street. Besides, you think I wanna miss this? (chuckles)"
S01E01,JERRY,Im a little nervous.
S01E01,GEORGE,"Yeah, me too..."
S01E01,JERRY,"If I see her, what do I say that Im doing here in the building?"
S01E01,GEORGE,You came to see me. I work in the building.
S01E01,JERRY,What do you do?
S01E01,GEORGE,Im an architect.
S01E01,JERRY,Youre an architect?
S01E01,GEORGE,Im not?
S01E01,JERRY,I dont see architecture comin from you.
S01E01,GEORGE,(somewhat annoyed) I suppose you could be an architect.
S01E01,JERRY,I never said that I was the architect. Just somethin else.
S01E01,GEORGE,"All right, shes not even gonna ask, if we see her, which is remote."
S01E01,JERRY,"Well whaddaya want me to say, that I just wandered in here?"
S01E01,GEORGE,Were having lunch with a friend. He works in the building.
S01E01,JERRY,What is his name?
S01E01,GEORGE,Bert... Har... bin... son. Bert Har-bin-son.
S01E01,JERRY,Bert Harbinson? It sounds made up.
S01E01,GEORGE,"No good? All right, uh how about Art... Cor....."
S01E01,JERRY,Art Cor...
S01E01,GEORGE,...velay.
S01E01,JERRY,Corvelay?
S01E01,GEORGE,"Yeah, right."
S01E01,JERRY,"Well, what does he do?"
S01E01,GEORGE,Hes an importer.
S01E01,JERRY,"Just imports, no exports?"
S01E01,GEORGE,"(annoyed) Hes an importer/exporter, okay? (beat) Elaine ever call you back?"
S01E01,JERRY,"No, I guess shes still mad."
S01E01,GEORGE,"I dont understand, you never talk to her about other women?"
S01E01,JERRY,Never. (The elevator door opens.) Wait a second. Thats her. On the right.
S01E01,GEORGE,(anxious) I forgot who I am! Who am I?!
S01E01,JERRY,Youre you. Were having lunch with Art Corvelay.
S01E01,GEORGE,Vandelay!
S01E01,JERRY,Corvelay!
S01E01,GEORGE,Let me be the architect! I can do it!
S01E01,JERRY,"Hey, hey. uh Pamelas birthday party, didnt I see you there? Jerry."
S01E01,VANESSA,Sure! Hi!
S01E01,JERRY,"Uh, this is George. (reaches for her name) Im sorry..."
S01E01,VANESSA,Vanessa.
S01E01,GEORGE,Nice to meet you.
S01E01,JERRY,"Ah, Sagman, Bennet, Robbins, Oppenheim and Taft."
S01E01,VANESSA,"Thats right! Yea, whatre you doing here?"
S01E01,JERRY,"Oh, were meeting a friend of ours for lunch. He works here in the building."
S01E01,GEORGE,"Yeah, Art Vandelay."
S01E01,VANESSA,Really? Which company?
S01E01,JERRY & George,(turning to each other) I dont know. Hes an importer.
S01E01,VANESSA,Importer?
S01E01,GEORGE,...And exporter.
S01E01,JERRY,Hes an importer/exporter.
S01E01,GEORGE,"(clears his throat) Im, uh, Im an architect."
S01E01,VANESSA,Really. What do you design?
S01E01,GEORGE,"Uh, railroads, uh..."
S01E01,VANESSA,I thought engineers do that.
S01E01,GEORGE,They can...
S01E01,JERRY,Yknow Im sorry you had to leave so early the other night.
S01E01,VANESSA,"Oh, me too. My cousin had to go back to Boston."
S01E01,JERRY,"Oh, that guy was your cousin! (walking in front of George so he gets the picture to leave)"
S01E01,VANESSA,"Yeah, and that woman was your..."
S01E01,JERRY,Friend!
S01E01,GEORGE,"Ill just, uh, get a paper..."
S01E01,JERRY,"So, um, do you date uh immature men?"
S01E01,VANESSA,Almost exclusively...
S01E01,HELEN,Bum bum bum bum... I have no letters... Bum bum bum bum...
S01E01,JERRY,"(annoyed) Ma, will you go already?"
S01E01,HELEN,Bum bum bum bum...
S01E01,JERRY,What are you doing?!
S01E01,HELEN,"Wait, I just want to see something."
S01E01,JERRY,"You cant look in there, were playing!"
S01E01,KRAMER,Hi.
S01E01,JERRY,Hi.
S01E01,MORTY,"(cleaning his shoes) Good evening, Mr. Kramer!"
S01E01,KRAMER,Hey Morty! (to Jerry) Salad dressing?
S01E01,JERRY,Look.
S01E01,HELEN,Quo. Is that a word?
S01E01,JERRY,Maybe!
S01E01,HELEN,Will you challenge it?
S01E01,JERRY,"Ma, you cant look up words in the dictionary! (to Morty) Dad, shes cheating!"
S01E01,KRAMER,Quo? Thats not a word.
S01E01,HELEN,(to Jerry) Youre such a stickler...
S01E01,JERRY,"Well put something down, youre taking twenty minutes on this. So is Uncle Mac and Artie, theyre all coming over here before the wedding?"
S01E01,HELEN,"Theyll be here at two oclock. Oh, Elaine called. She said shed be here at two-thirty. And she says Hope your meeting went well with Art Vandelay?"
S01E01,JERRY,She said what?
S01E01,HELEN,"Just what I said, here."
S01E01,JERRY,"She knows! Oh, I am such a jackass."
S01E01,HELEN,She knows what?
S01E01,JERRY,She knows the whole stupid thing. Vanessa and the elevator...
S01E01,HELEN,"No, no, no, that wont do. He may have a Z."
S01E01,MORTY,"So, how did she find out?"
S01E01,JERRY,"Because, Vanessa probably told Pamela, and Pamela probably told Elaine."
S01E01,MORTY,"So, what are you? Afraid of her?"
S01E01,JERRY,Yes. Yes I am! (to Helen) What else did she say on the phone?
S01E01,HELEN,Whatever I wrote down.
S01E01,JERRY,"Yeah, but what was the tone in her voice? How did she sound?"
S01E01,HELEN,"Who am I, Rich Little?"
S01E01,MORTY,"Well, she cant be too mad. Shes still coming to the wedding."
S01E01,JERRY,"Yeah, but now Im nervous."
S01E01,HELEN,"Oh, stop it."
S01E01,JERRY,Quone?
S01E01,HELEN,...30...31...
S01E01,JERRY,"Quone? No, Im afraid that Im going to have to challenge that."
S01E01,HELEN,...32...
S01E01,KRAMER,"No, you dont have to challenge that. Thats a word. Thats a definite word."
S01E01,JERRY,I am challenging.
S01E01,KRAMER,Quone. To quone something.
S01E01,JERRY,Uh-huh.
S01E01,HELEN,Im not playing with you anymore.
S01E01,MORTY,Quones not a word.
S01E01,JERRY,No good. Sorry. There it is. Get it off.
S01E01,HELEN,(to Kramer) Why did you make me put that down?
S01E01,KRAMER,"Nah, we need a medical dictionary! If a patient gets difficult, you quone him."
S01E01,CAROL,"You want some funny material, you oughta come down to where I work, now thats a sitcom!"
S01E01,JERRY,You must have quite a time down there.
S01E01,CAROL,We got plenty of time.
S01E01,JERRY,"Oh, Im sorry. Im just waiting for someone."
S01E01,UNCLE MAC,Watch what you say to this guy. Hell put it in his next act!
S01E01,JERRY,"Yeah, yeah..."
S01E01,UNCLE MAC,"Jerry, did I tell you that Im writing a book? An autobiography."
S01E01,JERRY,"Yeah, Uncle Mac, you mentioned it."
S01E01,UNCLE MAC,Its based on all my experiences!
S01E01,JERRY,Thats perfect.
S01E01,JERRY,Could you excuse me one second? Im sorry.
S01E01,JERRY,"How do you do? (introducing himself) Uh, Jerry Seinfeld."
S01E01,ELAINE,"Oh, how do you do? Elaine Benes."
S01E01,JERRY,"Um, do you want to do this now, or do you want to wait until we get in the car?"
S01E01,ELAINE,"Oh no, lets do it now."
S01E01,JERRY,"All right, the whole elevator business, let me just explain-"
S01E01,ELAINE,Okay.
S01E01,ARTIE,"Jerry, were you goin with us?"
S01E01,JERRY,"No, Im gonna take my car."
S01E01,ARTIE,Thats why I brought the wagon. Why the hell did I bring the wagon?
S01E01,JERRY,"Anyway, you know why I didnt ask you, I mean I felt so uncomfortable, and you were so annoyed in the cab."
S01E01,ELAINE,"Well, Jerry, I never saw you flirt with anyone before. It was quite the spectacle."
S01E01,CAROL,"Jerry, well see you there. Bye, Elaine."
S01E01,ELAINE,"Oh, bye. Good to see you."
S01E01,ARTIE,"Oh, we didnt meet."
S01E01,JERRY,"Oh, Im sorry. Elaine, this is my cousin, Artie Levine."
S01E01,ARTIE,(correcting Jerry) Levine.
S01E01,JERRY,"(sarcastically) Yeah, Levine. And Im Jerry Cougar Mellencamp. Anyway, I admit it was a fairly ridiculous thing to do, but I mean, I mean, obviously we have a little problem here."
S01E01,ELAINE,"Yeah, obviously."
S01E01,JERRY,"I mean, if were gonna be friends, we gotta be able to talk about other people."
S01E01,ELAINE,Couldnt agree more.
S01E01,JERRY,Good.
S01E01,ELAINE,Good.
S01E01,JERRY,Good.
S01E01,ELAINE,Great!
S01E01,JERRY,Great? Where do you get great?
S01E01,ELAINE,Its great to... talk about... other people...
S01E01,JERRY,...Guys?
S01E01,ELAINE,Yeah.
S01E01,JERRY,"Uh-huh. Yeah. So, anybody specific?"
S01E01,ELAINE,No. A general guy.
S01E01,JERRY,Oh really? Elaine Marie Benes...
S01E01,ELAINE,"What? No, its not a big deal."
S01E01,JERRY,"No, thats great! Thats terrific!"
S01E01,ELAINE,"No, we just met..."
S01E01,JERRY,Doesnt matter. Whats the young mans name? I would like to meet him.
S01E01,ELAINE,"Hmmm, I dont think so."
S01E01,JERRY,"Well, what does he do? Is he an artisan, a craftsman, a labourer of some sort?"
S01E01,ELAINE,Wall street.
S01E01,JERRY,"Ah, high finance. Bulls, Bears, people from Conneticut."
S01E01,ELAINE,And he happens to be pretty good lookin.
S01E01,JERRY,"(pause) All right, sir."
S01E01,ELAINE,And... hes hilarious.
S01E01,JERRY,Now thats not fair! So where did you meet this guy?
S01E01,ELAINE,I staked out his health club.
S01E01,JERRY,"Uh huh. When youre on a stakeout, do you find its better to stand up against the wall, or kinda crouch down behind a big plant?"
S01E01,JERRY,"Yknow I think that even if youve had a relationship with someone, or lets say, especially if youve had a relationship with someone and you try to become friends afterwards, its very difficult. Isnt this? Its hard. Because, you know each other so well, you know all of each others tricks. Its like two magicians, trying to entertain each other. The one goes, Look, a rabbit. The other goes, So? I believe this is your card. Look, why dont we just saw each other in half and call it a night, okay?"
S01E02,JERRY,"So I move into the centre lane, now I get ahead of this women, who felt for some reason I guess, that she thought that I cut her off. So, she pulls up along side of me, gives me the finger. It seems like such an arbitrary, ridiculous thing to just pick a finger and you show it to the person. Its a finger, what does it mean? Someone shows me one of their fingers and Im supposed to feel bad. Is that the way its supposed to work? I mean, you could just give someone the toe, really, couldnt you? I would feel worse if I got the toe, than if I got the finger. Cause its not easy to give someone the toe, youve gotta get the shoe off, the sock off and drive, get it up and... (Jerry pretends to drive with one foot in the air, giving the toe.) Look at that toe, buddy. (He puts his foot down.) I mean, thats really insulting to get the toe, isnt it?"
S01E02,JERRY,"Is that it? Got the cue tips, got the mini-umbrella, something boring to read on the plane. (Jerry zips his bag ceremoniously.) Thats it. Done!"
S01E02,ELAINE,(claps her hands) That is the single greatest packing performance I have ever seen.
S01E02,JERRY,(proudly) I am...the master packer.
S01E02,ELAINE,"(laughs) Yeah, right, youre the master packer."
S01E02,JERRY,"What you must understand, Elaine, (picking up the umbrella) packing is no different than leading men into battle. (Jerry hits his bag rhythmically with his umbrella.) Youve gotta know the strengths and weaknesses of every soldier in that platoon. From a collapsible toothbrush to a pair of ordinary black socks."
S01E02,ELAINE,"(raising her hand) Scuse me, master packer..."
S01E02,JERRY,Yes.
S01E02,ELAINE,Just gimme your keys.
S01E02,JERRY,"All right, sir. (He tosses Elaine his keys. The apartment buzzer goes off; Jerry presses the first button; to the intercom) George?"
